name,rating,reviews,phone,email,email_source,address,website,maps_url,reason,place_id
Inkcubator - Greenwich,5,176,07553 763587,,,"Unit 2, 10 Little Thames Walk, London SE8 3FB, UK",,https://maps.google.com/?cid=6673919236536277622&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,missing_website,ChIJt6bo1KADdkgRdhpkiS-Gnlw
Seven Doors Tattoo,4.9,693,020 7375 3880,,,"55 Fashion St, London E1 6PX, UK",https://www.instagram.com/sevendoorstattoo/,https://maps.google.com/?cid=15181607047273507119&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,low_effort_domain:www.instagram.com,ChIJH11tlrUcdkgRL-lNhCznr9I
